og	gos
COG0082	GO:0016829,GO:0004107,GO:0003824,GO:0016838,GO:0016835,GO:0044710,GO:0008152,GO:0019752,GO:0044249,GO:0044281,GO:0044283,GO:1901576,GO:0044711,GO:0071704,GO:0009987,GO:0009058,GO:0043436,GO:0006082,GO:0046394,GO:0016053,GO:0044237,GO:0008652,GO:0044238,GO:0006807,GO:1901362,GO:1901360,GO:0006520,GO:0006725,GO:0009072,GO:0009073,GO:1901564,GO:1901566,GO:0019438,GO:0043650,GO:0043648,GO:0009423,GO:0046417
COG0129	GO:0003824,GO:0016829,GO:0016835,GO:0016836,GO:0004160,GO:0005488,GO:0043169,GO:0043167,GO:0046872,GO:0051536,GO:0051540,GO:0051539,GO:0004456,GO:0008152,GO:0044710,GO:0071704,GO:0009987,GO:0044237,GO:0044238,GO:0044281,GO:0009082,GO:1901576,GO:0009058,GO:0044249,GO:0006807,GO:0044711,GO:1901564,GO:1901566,GO:0008652,GO:0044283,GO:0043436,GO:0016053,GO:0046394,GO:0006082,GO:0009081,GO:0019752,GO:0006520,GO:0006549,GO:0006573,GO:0009099,GO:0009097,GO:1901605,GO:1901607,GO:0005975,GO:0044262,GO:0009255
COG0710	GO:0003824,GO:0016829,GO:0003855,GO:0016835,GO:0016836,GO:0016491,GO:0004764,GO:0016614,GO:0016616,GO:0000166,GO:0005488,GO:1901363,GO:1901265,GO:0036094,GO:0097159,GO:0016740,GO:0016301,GO:0016772,GO:0016765,GO:0035639,GO:0043167,GO:0001883,GO:0043168,GO:0032549,GO:0017076,GO:0001882,GO:0005524,GO:0003866,GO:0030554,GO:0016773,GO:0032559,GO:0004765,GO:0032555,GO:0032550,GO:0032553,GO:0003856,GO:0016838,GO:0043169,GO:0046872,GO:0050661,GO:0050662,GO:0048037,GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0044281,GO:0043436,GO:0006082,GO:0019752,GO:0071704,GO:1901576,GO:0044249,GO:0009058,GO:0044283,GO:1901360,GO:0044711,GO:0016053,GO:0046394,GO:1901362,GO:0019438,GO:0006807,GO:0008652,GO:0006725,GO:0044238,GO:0009072,GO:0009073,GO:1901564,GO:1901566,GO:0006520,GO:0043650,GO:0043648,GO:0009423,GO:0046417,GO:0055114,GO:0016310,GO:0006796,GO:0006793,GO:0032787,GO:1901615,GO:0019632,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
ENOG410XPUZ	GO:0004177,GO:0008238,GO:0016787,GO:0008239,GO:0003824,GO:0070011,GO:0008233,GO:0017171,GO:0008236,GO:0044238,GO:0019538,GO:0043170,GO:0071704,GO:0008152,GO:0006508,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG3425	GO:0003824,GO:0016746,GO:0016740,GO:0046912,GO:0004421,GO:0016747,GO:0004312,GO:0004315,GO:0008152,GO:0044710,GO:0006629,GO:0009058,GO:0071704,GO:0044238,GO:1901576,GO:0008610,GO:0009987,GO:0044237,GO:0044249,GO:0044255,GO:0006720,GO:0008299,GO:0044281,GO:0044283,GO:0044711,GO:0032787,GO:0043436,GO:0016053,GO:0072330,GO:0046394,GO:0006633,GO:0006631,GO:0006082,GO:0019752,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0016020
COG0289	GO:0016491,GO:0003824,GO:0043167,GO:0043168,GO:0016628,GO:0016627,GO:0008839,GO:0048037,GO:0005488,GO:1901363,GO:1901265,GO:0050662,GO:0050661,GO:0000166,GO:0036094,GO:0097159,GO:0070402,GO:0051287,GO:0016726,GO:0016725,GO:0009987,GO:0008152,GO:0044237,GO:0044238,GO:0019752,GO:0016053,GO:0044249,GO:0006807,GO:0044283,GO:1901576,GO:0044710,GO:0044711,GO:0006520,GO:0071704,GO:0043648,GO:0009058,GO:0043436,GO:0008652,GO:1901564,GO:1901566,GO:0006082,GO:0046394,GO:0046451,GO:0044281,GO:0055114,GO:0009067,GO:0009066,GO:1901605,GO:1901607,GO:0006553,GO:0009089,GO:0009085,GO:0043650,GO:0019877,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0364	GO:0003824,GO:0016491,GO:0016614,GO:0016616,GO:0004345,GO:0005488,GO:1901363,GO:1901265,GO:0050662,GO:0050661,GO:0000166,GO:0036094,GO:0048037,GO:0097159,GO:0006006,GO:0008152,GO:0044710,GO:0055114,GO:0071704,GO:0044238,GO:0005975,GO:0044723,GO:0005996,GO:0019318,GO:0009987,GO:0044237,GO:0019637,GO:0006796,GO:0006793,GO:0044281,GO:1901564,GO:0006807,GO:0034641,GO:1901360,GO:0006098,GO:0055086,GO:0046483,GO:0046496,GO:0051186,GO:0006753,GO:0006739,GO:0006732,GO:0006733,GO:0006139,GO:0006725,GO:0072524,GO:0009117,GO:0019362,GO:0006740,GO:0016052,GO:0019320,GO:1901575,GO:0044724,GO:0006007,GO:0046365,GO:0009056
COG0593	GO:0005488,GO:1901363,GO:0097159,GO:0000166,GO:1901265,GO:0036094,GO:0003676,GO:0035639,GO:0043167,GO:0001883,GO:0001882,GO:0043168,GO:0032549,GO:0017076,GO:0005524,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0043565,GO:0003677,GO:0003824,GO:0016787,GO:0017111,GO:0016818,GO:0016817,GO:0016462,GO:0003688,GO:0080090,GO:0019222,GO:0051052,GO:0060255,GO:0006275,GO:0050789,GO:0065007,GO:0009889,GO:0050794,GO:0010556,GO:0031326,GO:0031323,GO:2000112,GO:0019219,GO:0051171,GO:0008152,GO:0006260,GO:1901576,GO:0044249,GO:0009987,GO:0071704,GO:0009058,GO:0044238,GO:0044237,GO:0044260,GO:0034645,GO:0043170,GO:0009059,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0090304,GO:0006259,GO:0006261,GO:0006270,GO:0010605,GO:0048519,GO:0051053,GO:0009892,GO:0009890,GO:0030174,GO:0008156,GO:0010558,GO:0090329,GO:0032297,GO:0031327,GO:0031324,GO:2000113,GO:0045934,GO:0051172,GO:2000104,GO:0048523,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1304	GO:0016491,GO:0003824,GO:0005488,GO:0000166,GO:1901363,GO:1901265,GO:0043168,GO:0050662,GO:0043167,GO:0010181,GO:0036094,GO:0048037,GO:0097159,GO:0032553,GO:0016614,GO:0016853,GO:0016863,GO:0016860,GO:0004452,GO:0004457,GO:0004460,GO:0016898,GO:0020037,GO:0046906,GO:0043169,GO:0046872,GO:0003973,GO:0016899,GO:0052853,GO:0052854,GO:0052852,GO:0055114,GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0071704,GO:0044238,GO:0006629,GO:0044255,GO:0009058,GO:0044249,GO:1901576,GO:0008610,GO:0006720,GO:0008299,GO:0044281,GO:0043436,GO:0006082,GO:0019752,GO:0032787,GO:1901615,GO:0006089,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG3830	GO:0016787,GO:0003824,GO:0016791,GO:0042578,GO:0016788,GO:0004647,GO:0016311,GO:0008152,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0043436,GO:0009070,GO:1901564,GO:1901566,GO:0016053,GO:0006807,GO:0009069,GO:1901576,GO:0006564,GO:0006563,GO:0008652,GO:0046394,GO:0009058,GO:0044249,GO:1901605,GO:1901607,GO:0009987,GO:0006082,GO:0019752,GO:0006520,GO:0071704,GO:0044238,GO:0044237,GO:0006796,GO:0006793
COG0301	GO:0005488,GO:0003676,GO:1901363,GO:0097159,GO:0003723,GO:0003824,GO:0016740,GO:0043168,GO:0043167,GO:0035639,GO:0000166,GO:0001883,GO:0001882,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016782,GO:0016783,GO:0000049,GO:0008152,GO:0044249,GO:0006807,GO:1901362,GO:1901360,GO:0071704,GO:0018130,GO:1901576,GO:0009987,GO:0006725,GO:0009058,GO:1901564,GO:0046483,GO:1901566,GO:0044272,GO:0044237,GO:0006790,GO:0019438,GO:0072528,GO:0034641,GO:0072527,GO:0044271,GO:0006772,GO:0044283,GO:0044281,GO:0042723,GO:0044711,GO:0042724,GO:0006767,GO:0006766,GO:0009228,GO:0044710,GO:0009110,GO:0042364,GO:0006732,GO:0009108,GO:0042357,GO:0051188,GO:0009229,GO:0090407,GO:0006796,GO:0051186,GO:0006793,GO:0019637,GO:0034227,GO:0009451,GO:0034660,GO:0008033,GO:0034470,GO:0006139,GO:0044260,GO:0010467,GO:0006400,GO:0090304,GO:0016070,GO:0044238,GO:0043412,GO:0043170,GO:0006399,GO:0006396,GO:0052837,GO:0052838,GO:0018131,GO:0046484,GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG0396	GO:0035639,GO:0005488,GO:0000166,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0043167,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016887,GO:0016787,GO:0017111,GO:0003824,GO:0016818,GO:0016817,GO:0016462,GO:0006200,GO:0008152,GO:0009987,GO:0046434,GO:0009166,GO:0009167,GO:0044281,GO:0009161,GO:0046130,GO:1901360,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0046483,GO:0009164,GO:1901564,GO:1901565,GO:0034641,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0006195,GO:1901575,GO:1901361,GO:0009150,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0006139,GO:0042278,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0006810,GO:0051234,GO:0051179
COG3590	GO:0008237,GO:0008233,GO:0016787,GO:0003824,GO:0070011,GO:0004175,GO:0004222,GO:0008152,GO:0071704,GO:0044238,GO:0019538,GO:0043170,GO:0006508,GO:0044464,GO:0005623
COG0498	GO:0003824,GO:0016829,GO:0004795,GO:0016838,GO:0016835,GO:0005488,GO:0043167,GO:0043168,GO:0030170,GO:0048037,GO:0008152,GO:0044710,GO:0009987,GO:0071704,GO:0044237,GO:0006520,GO:0044281,GO:0043436,GO:1901564,GO:0006807,GO:0006082,GO:0019752,GO:0044238,GO:1901576,GO:0044249,GO:0009058,GO:0044283,GO:0044711,GO:0016053,GO:0046394,GO:1901605,GO:0008652,GO:1901566,GO:0009067,GO:0009066,GO:1901607,GO:0009088,GO:0006566
COG2344	GO:0048037,GO:0005488,GO:0097159,GO:0003676,GO:0003677,GO:1901363,GO:0050662,GO:0003700,GO:0001071,GO:0000166,GO:0036094,GO:1901265,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556,GO:0032774,GO:0090304,GO:0044249,GO:0006807,GO:0034645,GO:1901362,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0010467,GO:0018130,GO:1901576,GO:0006725,GO:0009987,GO:0009058,GO:0009059,GO:0008152,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0034641,GO:0044237,GO:0043170,GO:0006351,GO:0019438,GO:0009892,GO:0031327,GO:0031324,GO:0010629,GO:0051775,GO:0010605,GO:0009890,GO:2000113,GO:0048519,GO:0051172,GO:0045934,GO:0045892,GO:0051253,GO:0050896,GO:0010558,GO:0048523,GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG2740	NA
COG3663	GO:0003824,GO:0016799,GO:0016787,GO:0016798,GO:0005488,GO:1901363,GO:0097159,GO:0003676,GO:0003677,GO:0008152,GO:0006281,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006725,GO:0044260,GO:0043170,GO:0006139,GO:0090304,GO:0051716,GO:0033554,GO:0006950,GO:0050896,GO:0044699,GO:0006974,GO:0044763,GO:0006259,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG3935	NA
COG0357	GO:0008649,GO:0008168,GO:0016741,GO:0003824,GO:0016740,GO:0008173,GO:0008757,GO:0016435,GO:0008170,GO:0070043,GO:0070476,GO:0031167,GO:0008152,GO:0032259,GO:0009451,GO:0090304,GO:0034641,GO:0006807,GO:0034660,GO:0071840,GO:0006139,GO:0044260,GO:1901360,GO:0042254,GO:0071704,GO:0010467,GO:0006364,GO:0022613,GO:0034470,GO:0009987,GO:0006725,GO:0043412,GO:0043414,GO:0001510,GO:0046483,GO:0016070,GO:0044238,GO:0016072,GO:0000154,GO:0044237,GO:0043170,GO:0044085,GO:0006396,GO:0036265,GO:0036260,GO:0009452,GO:0070475,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG1338	GO:0016787,GO:0004806,GO:0016788,GO:0003824,GO:0052689,GO:0016298,GO:0050253,GO:0044699,GO:0009987,GO:0044763,GO:0051179,GO:0008104,GO:0032940,GO:0051641,GO:0071702,GO:0033036,GO:0006810,GO:0009306,GO:0045184,GO:0044765,GO:0051649,GO:0051234,GO:0046903,GO:0015031,GO:0008152,GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG0804	GO:0016787,GO:0016151,GO:0046914,GO:0009039,GO:0016810,GO:0016811,GO:0043169,GO:0043167,GO:0003824,GO:0005488,GO:0046872,GO:0019627,GO:0006807,GO:0008152,GO:0009987,GO:0034641,GO:0044281,GO:0071941,GO:0044710,GO:0071704,GO:1901564,GO:0043603,GO:0044237,GO:0044282,GO:0044248,GO:0044712,GO:1901575,GO:0043419,GO:0009056,GO:1901565,GO:0043605,GO:0044270,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
ENOG410XR0E	GO:0050053,GO:0003824,GO:0016740,GO:0016757,GO:0016758,GO:0016787,GO:0044699,GO:0009758,GO:0008152,GO:0005576
COG0351	GO:0016301,GO:0016740,GO:0003824,GO:0016772,GO:0005488,GO:0043167,GO:0008972,GO:0016776,GO:1901363,GO:0097159,GO:0000166,GO:1901265,GO:0036094,GO:0035639,GO:0001883,GO:0001882,GO:0043168,GO:0032549,GO:0017076,GO:0005524,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016765,GO:0004789,GO:0043169,GO:0046872,GO:0016773,GO:0008152,GO:0009987,GO:0044237,GO:0016310,GO:0006796,GO:0006793,GO:0071704,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006725,GO:0044249,GO:0009058,GO:1901576,GO:1901362,GO:0019438,GO:0018130,GO:0044271,GO:0006772,GO:1901564,GO:0072527,GO:0006790,GO:0044281,GO:0044710,GO:0006767,GO:0006766,GO:0042723,GO:1901566,GO:0044272,GO:0072528,GO:0044283,GO:0044711,GO:0042724,GO:0042364,GO:0009228,GO:0009110
COG0308	GO:0016787,GO:0003824,GO:0008233,GO:0070011,GO:0008237,GO:0005488,GO:0046872,GO:0046914,GO:0043169,GO:0043167,GO:0008270,GO:0008238,GO:0004177,GO:0008152,GO:0071704,GO:0044238,GO:0006508,GO:0043170,GO:0019538,GO:0009987,GO:0044237,GO:0044710,GO:0006629,GO:0044255,GO:0009058,GO:1901576,GO:0044249,GO:0044281,GO:0044283,GO:0072330,GO:0006691,GO:0006690,GO:0044711,GO:0046394,GO:0006633,GO:0006631,GO:0006636,GO:0008610,GO:0043436,GO:1901568,GO:0016053,GO:0033559,GO:0046456,GO:0032787,GO:1901570,GO:0006082,GO:0019752,GO:0019370
COG0474	GO:0003824,GO:0016787,GO:0022892,GO:0005215,GO:0016887,GO:0016818,GO:0016817,GO:0042623,GO:0043492,GO:0016462,GO:0017111,GO:0019829,GO:0000166,GO:0005488,GO:0043167,GO:0022891,GO:0022857,GO:0015075,GO:0016820,GO:0015405,GO:0042625,GO:0042626,GO:0015399,GO:0022804,GO:1901363,GO:0097159,GO:0046872,GO:1901265,GO:0036094,GO:0008324,GO:0043169,GO:0032553,GO:0043168,GO:0005524,GO:0032549,GO:0017076,GO:0032559,GO:0032555,GO:0035639,GO:0030554,GO:0001883,GO:0001882,GO:0032550,GO:0022890,GO:0015662,GO:0046873,GO:0072509,GO:0000287,GO:0005548,GO:0005319,GO:0004012,GO:0015085,GO:0005388,GO:0015077,GO:0015095,GO:0015444,GO:0006200,GO:0009987,GO:0044699,GO:0008152,GO:0006810,GO:0051179,GO:0051234,GO:0044710,GO:0071704,GO:0044237,GO:0044238,GO:0044281,GO:1901360,GO:0006811,GO:0044765,GO:0046483,GO:0006796,GO:0006807,GO:0006793,GO:0006725,GO:0006753,GO:0009117,GO:0019637,GO:0006139,GO:0034641,GO:0055086,GO:1901564,GO:0019693,GO:0009259,GO:1901135,GO:0072521,GO:0006163,GO:0009150,GO:0009167,GO:0009161,GO:0009199,GO:0046034,GO:0009123,GO:0009141,GO:0009144,GO:0042278,GO:0009116,GO:0009119,GO:1901657,GO:0009205,GO:0046128,GO:0009126,GO:0046434,GO:0009166,GO:0009164,GO:0009169,GO:0009154,GO:0009261,GO:1901292,GO:1901565,GO:0044248,GO:0009128,GO:0006195,GO:1901136,GO:0072523,GO:0046130,GO:1901361,GO:0042454,GO:0009143,GO:0009146,GO:0046700,GO:0034655,GO:0044270,GO:0009056,GO:1901658,GO:0009207,GO:0009203,GO:0019439,GO:1901575,GO:0009158,GO:0009125,GO:0006152,GO:0044763,GO:0006812,GO:0055085,GO:0034220,GO:0030001,GO:0072511,GO:0070838,GO:0015914,GO:0071702,GO:0033036,GO:0006869,GO:0015711,GO:0006820,GO:0010876,GO:0015748,GO:0006816,GO:0070588,GO:0009058,GO:1901576,GO:0044249,GO:0018130,GO:1901362,GO:0019438,GO:0009165,GO:1901293,GO:0090407,GO:0034654,GO:0044271,GO:1901566,GO:0009260,GO:0046390,GO:1901137,GO:0072522,GO:0006164,GO:0009152,GO:0009168,GO:0009163,GO:0006754,GO:0042451,GO:0042455,GO:0009142,GO:0009145,GO:1901659,GO:0009206,GO:0009201,GO:0046129,GO:0009156,GO:0009127,GO:0009124,GO:0015672,GO:0015693,GO:0016020,GO:0044425,GO:0016021,GO:0031224,GO:0044464,GO:0005623
COG1187	GO:0003824,GO:0003676,GO:1901363,GO:0016853,GO:0097159,GO:0003723,GO:0005488,GO:0016866,GO:0009982,GO:0016829,GO:0008152,GO:1901360,GO:0046483,GO:0006807,GO:0044260,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0071704,GO:0044238,GO:0044237,GO:0016070,GO:0090304,GO:0009451,GO:0043412,GO:0001522
COG3599	GO:0009987,GO:0044699,GO:0044763,GO:0051301,GO:0007049,GO:0050789,GO:0065007,GO:0065008,GO:0008360,GO:0022604,GO:0022603,GO:0050793,GO:0050794,GO:0051128,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG3557	NA
ENOG410XUB6	GO:0003700,GO:0001071,GO:0097159,GO:0005488,GO:0003676,GO:0003677,GO:1901363,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556,GO:0032774,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0034645,GO:1901362,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0010467,GO:0018130,GO:1901576,GO:0006725,GO:0009987,GO:0009058,GO:0009059,GO:0008152,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0044237,GO:0043170,GO:0006351,GO:0019438,GO:0044464,GO:0005623,GO:0005622
COG0632	GO:0003678,GO:0016787,GO:0017111,GO:0004386,GO:0003824,GO:0016818,GO:0016817,GO:0016462,GO:0005488,GO:1901363,GO:0097159,GO:0009378,GO:0035639,GO:0043167,GO:0001883,GO:0001882,GO:0043168,GO:0000166,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0003676,GO:0003677,GO:0032508,GO:0009987,GO:0090304,GO:0034641,GO:0006807,GO:0006139,GO:0044260,GO:0071704,GO:1901360,GO:0006725,GO:0008152,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0006259,GO:0044699,GO:0051716,GO:0006950,GO:0044763,GO:0050896,GO:0033554,GO:0071103,GO:0032392,GO:0006281,GO:0006974,GO:0006310,GO:0009991,GO:0009432,GO:0071496,GO:0007154,GO:0031668,GO:0009605,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0033202,GO:0043234,GO:0009379,GO:0032991,GO:0048476
COG2230	GO:0003824,GO:0008168,GO:0016740,GO:0016741,GO:0008757,GO:0008825,GO:0008152,GO:0044710,GO:0006629,GO:0071704,GO:0008610,GO:0044238,GO:1901576,GO:0009058,GO:0032259
COG0602	GO:0003824,GO:0051536,GO:0005488,GO:0051540,GO:0051539,GO:0016829,GO:0043169,GO:0043167,GO:0046872,GO:0016840,GO:0016491,GO:0070283,GO:0043364,GO:0043365,GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0055086,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0006725,GO:0046483,GO:0044238,GO:0044281,GO:0044249,GO:1901362,GO:0018130,GO:1901576,GO:0009058,GO:0034654,GO:0044271,GO:1901137,GO:1901135,GO:0019438,GO:0009451,GO:0090304,GO:0009163,GO:0034660,GO:0034470,GO:0046116,GO:1901564,GO:0044260,GO:1901657,GO:0010467,GO:0042455,GO:0006400,GO:0008033,GO:0009116,GO:0008616,GO:0009119,GO:0016070,GO:1901566,GO:0043412,GO:0043170,GO:0006399,GO:1901659,GO:0006396,GO:0055114,GO:0005737,GO:0044464,GO:0005623,GO:0044424,GO:0005622
ENOG410XNV7	GO:0008233,GO:0016787,GO:0003824,GO:0070011,GO:0004175,GO:0070001,GO:0004190,GO:0008152,GO:0071704,GO:0044238,GO:0019538,GO:0043170,GO:0006508,GO:0005623,GO:0044464
COG3480	GO:0004176,GO:0004252,GO:0004175,GO:0016887,GO:0008233,GO:0042623,GO:0008236,GO:0016787,GO:0017171,GO:0017111,GO:0003824,GO:0016818,GO:0016817,GO:0016462,GO:0070011,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0009161,GO:0046130,GO:1901360,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0046483,GO:1901564,GO:1901565,GO:0019538,GO:0034641,GO:0006163,GO:0019637,GO:0019439,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0006195,GO:1901575,GO:0006200,GO:1901361,GO:0044281,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0008152,GO:0034655,GO:0009150,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0006139,GO:0042278,GO:0006508,GO:0009987,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0043170,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:0006793,GO:1901658
COG3605	GO:0016740,GO:0003824,GO:0016772,GO:0016775,GO:1901476,GO:0015144,GO:0022804,GO:0005215,GO:0022891,GO:0022892,GO:0022857,GO:0008965,GO:0015291,GO:0005402,GO:0015295,GO:0015294,GO:0008324,GO:0005351,GO:0015293,GO:0051119,GO:0015075,GO:0005488,GO:0016301,GO:0043167,GO:0043169,GO:0046872,GO:0016310,GO:0008152,GO:0009987,GO:0044237,GO:0006796,GO:0006793,GO:0051179,GO:0044699,GO:0006810,GO:0044763,GO:0051234,GO:0034219,GO:0008643,GO:0071702,GO:0044765,GO:0055085,GO:0015992,GO:0015672,GO:0006818,GO:0006812,GO:0006811,GO:0009401,GO:0034220,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG3775	GO:1901476,GO:0022857,GO:0005215,GO:0015144,GO:0022891,GO:0022892,GO:0015577,GO:0015166,GO:1901618,GO:0015665,GO:0003824,GO:0016740,GO:0022804,GO:0008982,GO:0016772,GO:0016773,GO:0051179,GO:0044699,GO:0008643,GO:0071702,GO:0006810,GO:0009401,GO:0044765,GO:0051234,GO:0009987,GO:0034219,GO:0044763,GO:0055085,GO:0015850,GO:0015796,GO:0015791,GO:0008152,GO:0016020,GO:0016021,GO:0044425,GO:0031224
ENOG410XQK8	GO:0005215,GO:0004872,GO:0006810,GO:0051234,GO:0051179,GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0031975,GO:0019867,GO:0030312,GO:0030313,GO:0005886,GO:0009279,GO:0044462,GO:0016021,GO:0044425,GO:0031224
COG1145	GO:0051536,GO:0005488,GO:0051540,GO:0009055,GO:0003824,GO:0016491,GO:0043167,GO:0043169,GO:0046872,GO:0051539,GO:1901363,GO:0097159,GO:0016651,GO:0003954,GO:0050136,GO:0016655,GO:1901265,GO:0043168,GO:0000166,GO:0050662,GO:0036094,GO:0048037,GO:0010181,GO:0032553,GO:0008137,GO:0008152,GO:0055114,GO:0044710
COG2893	GO:0016740,GO:0003824,GO:0016772,GO:0016773,GO:1901476,GO:0015144,GO:0022804,GO:0005215,GO:0022891,GO:0022892,GO:0008982,GO:0022857,GO:0051179,GO:0044699,GO:0008643,GO:0071702,GO:0006810,GO:0009401,GO:0044765,GO:0051234,GO:0008152,GO:0009987,GO:0034219,GO:0044763,GO:0055085,GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG4465	GO:0005488,GO:1901363,GO:0097159,GO:0035639,GO:0000166,GO:1901265,GO:0001882,GO:0043168,GO:0043167,GO:0032561,GO:0001883,GO:0032549,GO:0017076,GO:0005525,GO:0036094,GO:0019001,GO:0032555,GO:0032550,GO:0032553,GO:0003676,GO:0003677,GO:0003700,GO:0001071,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556,GO:0090304,GO:0006807,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0006725,GO:0009987,GO:0008152,GO:0046483,GO:0044238,GO:0034641,GO:0044237,GO:0043170,GO:0032774,GO:0044249,GO:0034645,GO:1901362,GO:0010467,GO:0018130,GO:1901576,GO:0009058,GO:0009059,GO:0034654,GO:0016070,GO:0044271,GO:0006351,GO:0019438,GO:0009892,GO:0031327,GO:0031324,GO:0010629,GO:0010605,GO:0009890,GO:2000113,GO:0048519,GO:0051172,GO:0045934,GO:0045892,GO:0051253,GO:0010558,GO:0048523,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
