og	gos
ENOG411023R	GO:0050789,GO:0065007,GO:0050794,GO:0033157,GO:0019220,GO:0019222,GO:0010921,GO:0032386,GO:0010923,GO:0031323,GO:0044092,GO:0032388,GO:0051222,GO:0051223,GO:0032880,GO:0051346,GO:0043086,GO:0051049,GO:0048518,GO:0065009,GO:0070201,GO:0051050,GO:0050790,GO:0090316,GO:0060341,GO:0051174,GO:0042998,GO:0042996,GO:0035303,GO:0032879,GO:0051336,GO:0060627,GO:0048522,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0016020,GO:0044444,GO:0071944,GO:0030133,GO:0031982,GO:0016023,GO:0031410,GO:0031988,GO:0005886,GO:0005802,GO:0043234,GO:0032991
ENOG4111E7Q	GO:0007595,GO:0032941,GO:0007275,GO:0044699,GO:0032504,GO:0000003,GO:0048513,GO:0065007,GO:0065008,GO:0030879,GO:0032502,GO:0032501,GO:0048609,GO:0050878,GO:0007589,GO:0006810,GO:0044767,GO:0022414,GO:0044765,GO:0051234,GO:0051179,GO:0046903,GO:0044707,GO:0048856,GO:0048731,GO:0048732,GO:0005576
ENOG4111X1U	NA
COG4988	GO:0016887,GO:0016787,GO:0017111,GO:0003824,GO:0016818,GO:0016817,GO:0016462,GO:0042626,GO:0035639,GO:0005488,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0000166,GO:1901265,GO:0032549,GO:0017076,GO:0005215,GO:0036094,GO:0030554,GO:0097159,GO:0022857,GO:0032559,GO:0005524,GO:0032555,GO:0032550,GO:0032553,GO:0016820,GO:0042623,GO:0015399,GO:0022804,GO:0043492,GO:0015405,GO:0006200,GO:0009987,GO:0046434,GO:0009166,GO:0009167,GO:0044281,GO:0009161,GO:0009128,GO:0046130,GO:1901360,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0046483,GO:1901564,GO:1901565,GO:0009164,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0006195,GO:1901575,GO:1901361,GO:0009150,GO:0006810,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0008152,GO:0034655,GO:0051234,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0034641,GO:0009123,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0006139,GO:0042278,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0006152,GO:0044765,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:0051179,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0044763,GO:0055085,GO:0006820,GO:0006811,GO:0071702,GO:0015711,GO:0006865,GO:0071705,GO:0015849,GO:0046942,GO:0006812,GO:0042883,GO:0015804,GO:0000101,GO:0072348,GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG5265	GO:0016887,GO:0017111,GO:0016818,GO:0016817,GO:0016787,GO:0003824,GO:0016462,GO:0000166,GO:1901363,GO:0005524,GO:0005488,GO:0032549,GO:0017076,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0035639,GO:0043168,GO:0043167,GO:0030554,GO:0001883,GO:0001882,GO:1901265,GO:0036094,GO:0042626,GO:0005215,GO:0022857,GO:0015405,GO:0042623,GO:0015399,GO:0022804,GO:0043492,GO:0016820,GO:0006200,GO:0009987,GO:1901360,GO:0046483,GO:1901564,GO:0006807,GO:0008152,GO:0071704,GO:0044237,GO:0019637,GO:0044238,GO:0006796,GO:0006793,GO:0034641,GO:0006725,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:1901565,GO:0006163,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:1901361,GO:0009150,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0006139,GO:0042278,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:1901657,GO:1901658,GO:0044699,GO:0006810,GO:0044763,GO:0051234,GO:0044765,GO:0051179,GO:0055085,GO:0065007,GO:0050896,GO:0016020,GO:0044425,GO:0016021,GO:0031224,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0005737,GO:0044444,GO:0043231,GO:0044446,GO:0044422,GO:0031090,GO:0005739,GO:0031975,GO:0031967,GO:0031966,GO:0005740,GO:0044429
ENOG410YTH4	GO:0016787,GO:0004518,GO:0004519,GO:0004520,GO:0016788,GO:0003824,GO:0004536,GO:0015666,GO:0016893,GO:0009036,GO:1901363,GO:0005488,GO:0003676,GO:0003677,GO:0016888,GO:0097159,GO:0090305,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0009987,GO:0006725,GO:0008152,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0044355,GO:0006304,GO:0044260,GO:0009307,GO:0006952,GO:0043412,GO:0050896,GO:0006950,GO:0006259
ENOG410ZW5X	GO:0016020,GO:0016021,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0044425,GO:0031224
COG5069	GO:0005488,GO:0043167,GO:0046872,GO:0043169,GO:0005509,GO:0008270,GO:0046914,GO:0043168,GO:0005543,GO:0008289,GO:0044699,GO:0009987,GO:0044763,GO:0071840,GO:0016043,GO:0065007,GO:0006996,GO:0007010,GO:0050789,GO:0050794,GO:0030029,GO:0022607,GO:0044085,GO:0030036,GO:0043933,GO:0071822,GO:0007015,GO:0048519,GO:0051017,GO:0061572,GO:0032502,GO:0048856,GO:0032501,GO:0044707,GO:0044767,GO:0051764,GO:0048523,GO:0008152,GO:0007275,GO:0051179,GO:0048731,GO:0007049,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043226,GO:0043229,GO:0005737,GO:0043232,GO:0043228,GO:0005856,GO:0044422,GO:0044444,GO:0071944,GO:0016020,GO:0044446,GO:0044430,GO:0015629,GO:0043227,GO:0005886,GO:0005938,GO:0043231,GO:0030863,GO:0044448,GO:0044425,GO:0030864,GO:0032991,GO:0043234
ENOG410Y9IV	GO:0005198,GO:0044699,GO:0032502,GO:0048856,GO:0009987,GO:0044763,GO:0044707,GO:0032501,GO:0007275,GO:0048513,GO:0048731,GO:0044767,GO:0009888,GO:0071840,GO:0016043,GO:0006996,GO:0007010,GO:0009653,GO:0045103,GO:0048869,GO:0045104,GO:0030154,GO:0008544,GO:0043588,GO:0060429,GO:0048729,GO:0050896,GO:0045109,GO:0043933,GO:0071822,GO:0065007,GO:0009887,GO:0050789,GO:0050794,GO:0031069,GO:0022607,GO:0042633,GO:0042303,GO:0001942,GO:0048730,GO:0022404,GO:0022405,GO:0043589,GO:0044085,GO:0050793,GO:0051239,GO:0045682,GO:2000026,GO:0030855,GO:0042221,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0005882,GO:0043228,GO:0043232,GO:0045111,GO:0005856,GO:0044422,GO:0043234,GO:0032991,GO:0044430,GO:0044446,GO:0005737,GO:0071944,GO:0045095
ENOG410ZE7B	GO:0005198,GO:0044699,GO:0032502,GO:0009987,GO:0044763,GO:0048856,GO:0042127,GO:0030154,GO:0050680,GO:0048869,GO:0050789,GO:0065007,GO:0030855,GO:0048519,GO:0008285,GO:0060429,GO:0009888,GO:0050794,GO:0050678,GO:0048523,GO:0043229,GO:0043228,GO:0043226,GO:0005856,GO:0045111,GO:0044430,GO:0005882,GO:0043234,GO:0032991,GO:0043232,GO:0044464,GO:0005623,GO:0005622,GO:0044446,GO:0044424,GO:0044422,GO:0045095
ENOG4110FPI	NA
COG0543	GO:0016491,GO:0003824,GO:0005488,GO:0043167,GO:0051536,GO:0051540,GO:0051537,GO:1901363,GO:0097159,GO:0048037,GO:0050662,GO:0000166,GO:1901265,GO:0043168,GO:0036094,GO:0050660,GO:0046872,GO:0043169,GO:0009055,GO:0020037,GO:0046906,GO:0046914,GO:0055114,GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0071704,GO:0044281,GO:0006807,GO:0009058,GO:0044238,GO:1901360,GO:1901576,GO:0044249,GO:1901362,GO:0034641,GO:0044271,GO:0006725,GO:0046483,GO:0006139,GO:0019438,GO:0018130,GO:0034654,GO:1901564,GO:0006796,GO:0006793,GO:1901566,GO:0006221,GO:0006753,GO:0019637,GO:0009117,GO:0055086,GO:0009165,GO:1901293,GO:0090407,GO:0072528,GO:0072527,GO:0006220,GO:0006091,GO:0022900,GO:1901137,GO:1901135,GO:0009161,GO:0009163,GO:0009260,GO:0009130,GO:0009220,GO:0019693,GO:0009174,GO:0009173,GO:0009123,GO:0009124,GO:0006222,GO:0046132,GO:0046390,GO:0009116,GO:0009259,GO:0046049,GO:0009218,GO:0046134,GO:0046131,GO:0042455,GO:0006213,GO:0009119,GO:1901657,GO:1901659,GO:0009156,GO:0009129,GO:0044205,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044444,GO:0043229,GO:0043227,GO:0043226,GO:0043231
COG0680	GO:0008233,GO:0016787,GO:0003824,GO:0008047,GO:0030234,GO:0043169,GO:0043167,GO:0046872,GO:0005488,GO:0043085,GO:0008152,GO:0019222,GO:0050789,GO:0065007,GO:0044093,GO:0065009,GO:0050790,GO:0071704,GO:0044238,GO:0019538,GO:0043170,GO:0006508,GO:0010467,GO:0016485,GO:0051604,GO:0044267,GO:0044260,GO:0009987,GO:0006464,GO:0043412,GO:0036211,GO:0044237
COG0731	GO:0003824,GO:0005488,GO:0051536,GO:0051540,GO:0043167,GO:0016491,GO:0000166,GO:1901363,GO:1901265,GO:0043168,GO:0036094,GO:0097159,GO:0032553,GO:0050662,GO:0010181,GO:0048037,GO:0046872,GO:0043169,GO:0046914,GO:0005506,GO:0008152,GO:0055114,GO:0044710
COG1042	GO:0005488,GO:0048037,GO:0035639,GO:0043167,GO:1901363,GO:1901265,GO:0001882,GO:0043168,GO:0000166,GO:0001883,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0003824,GO:0043169,GO:0046872,GO:0016740,GO:0016746,GO:0016747,GO:0016407,GO:0008080,GO:0016410,GO:0016874,GO:0016877,GO:0016878,GO:0008152
COG1805	GO:0003824,GO:0016491,GO:0005488,GO:0043168,GO:0050662,GO:0016655,GO:0097159,GO:1901265,GO:0000166,GO:0036094,GO:0048037,GO:0016651,GO:0010181,GO:0043167,GO:1901363,GO:0032553,GO:0006810,GO:0051234,GO:0051179,GO:0044710,GO:0008152,GO:0055114,GO:0006091,GO:0022900,GO:0009987,GO:0044237,GO:0022904,GO:0045333,GO:0015980,GO:0044699,GO:0015672,GO:0006812,GO:0006811,GO:0006814,GO:0044765,GO:0030001,GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0016021,GO:0044425,GO:0031224,GO:0005618,GO:0030312,GO:0009276,GO:0030313,GO:0009274,GO:0031975,GO:0005886
COG1905	GO:0016491,GO:0003824,GO:0005488,GO:0051540,GO:0051536,GO:0043167,GO:0043169,GO:0046872,GO:0051537,GO:0050136,GO:0003954,GO:0016651,GO:0016655,GO:0008137,GO:0044710,GO:0055114,GO:0008152
COG2146	GO:0016491,GO:0003824,GO:0005488,GO:0051537,GO:0051536,GO:0051540,GO:0043167,GO:0046872,GO:0043169,GO:0008942,GO:0046857,GO:0016661,GO:1901363,GO:0097159,GO:0000166,GO:1901265,GO:0043168,GO:0048037,GO:0050662,GO:0050660,GO:0036094,GO:0051213,GO:0016701,GO:0016702,GO:0008152,GO:0044710,GO:0055114,GO:0009987,GO:0044237,GO:0071704,GO:0044281,GO:0043436,GO:0006082,GO:0006807,GO:0042126,GO:0042128,GO:2001057,GO:0071941,GO:0044699,GO:0044763,GO:0050789,GO:0065007,GO:0065008,GO:0050794,GO:0019725,GO:0045454,GO:0042592,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG3005	GO:0005488,GO:1901363,GO:0020037,GO:0046906,GO:0097159,GO:0009055,GO:0043169,GO:0043167,GO:0046872,GO:0046914,GO:0005506,GO:0016491,GO:0003824,GO:0016661,GO:0008152,GO:0006807,GO:0019333,GO:0071941,GO:0044710,GO:0055114,GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005618,GO:0030312,GO:0009276,GO:0030313,GO:0009274,GO:0031975
COG3241	GO:0043169,GO:0005507,GO:0046914,GO:0043167,GO:0005488,GO:0046872,GO:0009055,GO:0044710,GO:0008152,GO:0055114,GO:0009987,GO:0044237,GO:0022900,GO:0006091,GO:0044464,GO:0005623
COG3493	GO:0008509,GO:0022857,GO:0005215,GO:0022891,GO:0022892,GO:0008514,GO:0015075,GO:0006820,GO:0044699,GO:0051179,GO:0071702,GO:0009987,GO:0006811,GO:0006810,GO:0015711,GO:0034220,GO:0044765,GO:0044763,GO:0051234,GO:0055085,GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG4231	GO:0003824,GO:0016491,GO:0016903,GO:0005488,GO:1901363,GO:0043168,GO:0043169,GO:0030976,GO:0043167,GO:1901681,GO:0050662,GO:0036094,GO:0048037,GO:0097159,GO:0019842,GO:0051540,GO:0051536,GO:0016625,GO:0043805,GO:0009055,GO:0046872,GO:0051539,GO:0008152,GO:0044710,GO:0055114
COG4555	GO:0035639,GO:0005488,GO:0016887,GO:0000166,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0043167,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0016787,GO:0017111,GO:0036094,GO:0003824,GO:0016818,GO:0030554,GO:0097159,GO:0016817,GO:0016462,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0005215,GO:0042626,GO:0016820,GO:0042623,GO:0015399,GO:0043492,GO:0015405,GO:0022857,GO:0022804,GO:0022891,GO:0022892,GO:0042625,GO:0015075,GO:0008509,GO:0043225,GO:0006200,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0009161,GO:0046130,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0046483,GO:1901564,GO:1901565,GO:0034641,GO:0006163,GO:0019637,GO:0044281,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0006195,GO:1901575,GO:1901360,GO:1901361,GO:0009150,GO:0009154,GO:0009158,GO:0046700,GO:0009261,GO:0019439,GO:0008152,GO:0034655,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0006139,GO:0042278,GO:0009987,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0006810,GO:0051234,GO:0051179,GO:0044699,GO:0044763,GO:0044765,GO:0055085,GO:0006811,GO:0034220,GO:0006820
COG4660	GO:0003824,GO:0016491,GO:0044710,GO:0008152,GO:0055114,GO:0009987,GO:0044237,GO:0022900,GO:0006091,GO:0006810,GO:0051234,GO:0051179,GO:0071941,GO:0009399,GO:0006807,GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0016021,GO:0044425,GO:0031224
ENOG410ZXP1	GO:0015077,GO:0005215,GO:0008324,GO:0022891,GO:0022890,GO:0022892,GO:0015075,GO:0022857,GO:0015078,GO:0016787,GO:0003824,GO:0009167,GO:0009165,GO:0009163,GO:0009161,GO:1901362,GO:0042451,GO:1901360,GO:0044710,GO:0009199,GO:0009206,GO:0009205,GO:0009201,GO:0046034,GO:0046129,GO:0046128,GO:0042455,GO:0046483,GO:1901564,GO:1901566,GO:0006163,GO:0006164,GO:0019637,GO:0019438,GO:0044281,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0006807,GO:1901576,GO:0015992,GO:0015991,GO:0009259,GO:0009168,GO:0006812,GO:0018130,GO:0006818,GO:0009156,GO:0006811,GO:0006810,GO:0009152,GO:0009150,GO:0009260,GO:0008152,GO:0034654,GO:0051234,GO:0090407,GO:0015985,GO:0015986,GO:0044271,GO:0046390,GO:0009058,GO:1901293,GO:0044763,GO:0006753,GO:0006754,GO:0044249,GO:0034641,GO:0009123,GO:0009126,GO:0009127,GO:0009124,GO:0006139,GO:0042278,GO:0015672,GO:0009987,GO:0006725,GO:0055085,GO:0055086,GO:0044699,GO:1901137,GO:1901135,GO:0015988,GO:0019693,GO:0072521,GO:0072522,GO:0071704,GO:0034220,GO:0044765,GO:0009117,GO:0009116,GO:0009119,GO:0051179,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:0006793,GO:1901659,GO:0016020,GO:0044464,GO:0005623,GO:0043234,GO:0045263,GO:0032991,GO:0016021,GO:0045259,GO:0005622,GO:0071944,GO:0005886,GO:0044424,GO:0044425,GO:0016469,GO:0031224,GO:0033177
COG0002	GO:0016620,GO:0003824,GO:0016491,GO:0016903,GO:0003942,GO:0005488,GO:0000166,GO:1901363,GO:1901265,GO:0050662,GO:0036094,GO:0048037,GO:0097159,GO:0051287,GO:0016740,GO:0016301,GO:0016772,GO:0006520,GO:0008152,GO:0009987,GO:0044710,GO:0044237,GO:0019752,GO:0006807,GO:0044281,GO:0071704,GO:0044238,GO:0043436,GO:0055114,GO:1901564,GO:0006082,GO:0008652,GO:0044283,GO:0044249,GO:1901576,GO:0044711,GO:0009058,GO:1901566,GO:0046394,GO:0016053,GO:1901605,GO:1901607,GO:0009064,GO:0006526,GO:0006525,GO:0009084,GO:0016310,GO:0006796,GO:0006793,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0146	GO:0003824,GO:0016787,GO:0016812,GO:0016810,GO:0017168,GO:0008152
COG0347	GO:0030234,GO:0050790,GO:0050789,GO:0065007,GO:0006808,GO:0019222,GO:0065009,GO:0008152,GO:0050794,GO:0031323,GO:0080090,GO:0009889,GO:0031326,GO:0071704,GO:0006807,GO:1901576,GO:0044238,GO:0009987,GO:0009058,GO:0051171,GO:0044237,GO:1901362,GO:1901360,GO:0060255,GO:2001141,GO:0046483,GO:0019438,GO:0044260,GO:0018130,GO:0034654,GO:0016070,GO:0044271,GO:0006355,GO:0010556,GO:0006351,GO:0032774,GO:0044249,GO:0034641,GO:0034645,GO:0006139,GO:0006725,GO:0051252,GO:0043170,GO:0090304,GO:2000112,GO:0010467,GO:0010468,GO:0019219,GO:0009059
COG0367	GO:0016874,GO:0003824,GO:0016879,GO:0016884,GO:0004066,GO:0005488,GO:0043167,GO:0000166,GO:1901363,GO:0097159,GO:0035639,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0008152,GO:0006529,GO:0009987,GO:0071704,GO:0044237,GO:1901564,GO:0006807,GO:0044238,GO:0044281,GO:0044710,GO:0043436,GO:0006082,GO:0019752,GO:0006520,GO:1901605,GO:0008652,GO:1901576,GO:0044249,GO:0009058,GO:1901566,GO:0009066,GO:0044271,GO:0034641,GO:0044283,GO:0044711,GO:0016053,GO:0009067,GO:0046394,GO:0043603,GO:1901607,GO:0043604,GO:0006528,GO:0070981,GO:0070982
COG0591	GO:0005215,GO:0005488,GO:0043167,GO:0022857,GO:0022891,GO:0022892,GO:0015075,GO:0008324,GO:0022804,GO:0015291,GO:0015293,GO:0015081,GO:0046873,GO:0022890,GO:0015370,GO:0015294,GO:0015077,GO:0008509,GO:0043169,GO:0005342,GO:0046943,GO:0008514,GO:0005343,GO:0015171,GO:0005416,GO:0005283,GO:0015179,GO:0015175,GO:0015193,GO:0005298,GO:0046872,GO:0031420,GO:0031402,GO:0003824,GO:0036094,GO:0016740,GO:0016301,GO:0016772,GO:0060089,GO:0004871,GO:1901363,GO:0097159,GO:0000166,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0032559,GO:0032555,GO:0032553,GO:0035639,GO:0043168,GO:0030554,GO:0032550,GO:0038023,GO:0004872,GO:0001883,GO:0001882,GO:0000155,GO:0016773,GO:0016775,GO:0004673,GO:0004672,GO:0055085,GO:0006810,GO:0009987,GO:0051234,GO:0044699,GO:0051179,GO:0044763,GO:0044765,GO:0006811,GO:0006812,GO:0034220,GO:0071702,GO:0006814,GO:0015672,GO:0030001,GO:0035725,GO:0071705,GO:0006820,GO:0015849,GO:0046942,GO:0015711,GO:0003333,GO:0006865,GO:0015824,GO:0015804,GO:0035524,GO:0015807,GO:0023014,GO:0008152,GO:0044237,GO:0071704,GO:0000160,GO:0065007,GO:0007154,GO:0044700,GO:0023052,GO:0050896,GO:0051716,GO:0044238,GO:0006796,GO:0006793,GO:0050789,GO:0007165,GO:0016310,GO:0050794,GO:0043170,GO:0044260,GO:0019538,GO:0043412,GO:0006468,GO:0006464,GO:0044267,GO:0036211,GO:0016020,GO:0044425,GO:0031224,GO:0016021
COG0697	GO:0005215,GO:0022857,GO:0022891,GO:0022892,GO:1901476,GO:0015144,GO:0051119,GO:0022804,GO:0015075,GO:0015293,GO:0015291,GO:0008324,GO:0005402,GO:0015295,GO:0015294,GO:0005351,GO:1901505,GO:1901677,GO:0015932,GO:0015215,GO:0005338,GO:0006810,GO:0051179,GO:0051234,GO:0044699,GO:0044765,GO:0009987,GO:0044763,GO:0055085,GO:0071702,GO:0008643,GO:0034219,GO:0006811,GO:0034220,GO:0006812,GO:0015992,GO:0015672,GO:0006818,GO:0071705,GO:1901264,GO:0015748,GO:0015931,GO:0006862,GO:0015780,GO:0016020,GO:0044425,GO:0016021,GO:0031224,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0005737,GO:0044444,GO:0043231,GO:0043227,GO:0005794,GO:0044422,GO:0044446,GO:0031090,GO:0012505,GO:0044431,GO:0000139
COG0757	GO:0003855,GO:0016829,GO:0003824,GO:0016835,GO:0016836,GO:0008152,GO:0009987,GO:0071704,GO:0044281,GO:0044710,GO:0043436,GO:0006082,GO:0019752,GO:0044237,GO:1901360,GO:1901576,GO:0009058,GO:0044249,GO:0044283,GO:0044711,GO:0016053,GO:0046394,GO:0044238,GO:1901362,GO:0043650,GO:0043648,GO:0019438,GO:0006807,GO:0046417,GO:0006725,GO:0009423,GO:0009072,GO:0009073,GO:1901564,GO:1901566,GO:0008652,GO:0006520
COG1246	GO:0008080,GO:0016740,GO:0016746,GO:0003824,GO:0016747,GO:0016410,GO:0016407,GO:0004042,GO:0004056,GO:0016840,GO:0016842,GO:0016829,GO:0008152,GO:0008652,GO:0044710,GO:0071704,GO:0044238,GO:0009987,GO:0044237,GO:0044283,GO:0019752,GO:0044249,GO:0006807,GO:0044281,GO:1901576,GO:0044711,GO:0006520,GO:0009058,GO:0043436,GO:1901564,GO:1901566,GO:0006082,GO:0046394,GO:0016053,GO:0009064,GO:0006526,GO:0006525,GO:1901605,GO:1901607,GO:0009084,GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG1296	NA
COG1748	GO:0016491,GO:0003824,GO:0016646,GO:0016645,GO:0004753,GO:0004754,GO:0008152,GO:0044710,GO:0055114,GO:0009987,GO:0044237,GO:0006807,GO:0071704,GO:0044238,GO:0044281,GO:0043436,GO:1901564,GO:0009066,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0006553,GO:0008652,GO:0009085,GO:0044711,GO:1901566,GO:0016053,GO:0044283,GO:0009067,GO:1901576,GO:0046394,GO:0044249,GO:1901607,GO:0009058
COG2610	GO:0005215,GO:0022891,GO:0022892,GO:0015075,GO:0022857,GO:1901476,GO:0015144,GO:0005342,GO:0008509,GO:0046943,GO:0008514,GO:0008028,GO:0042879,GO:0015128,GO:0044699,GO:0009987,GO:0044763,GO:0051179,GO:0006810,GO:0051234,GO:0044765,GO:0055085,GO:0071702,GO:0006811,GO:0034220,GO:0034219,GO:0008643,GO:0006820,GO:0015849,GO:0015711,GO:0046942,GO:0015718,GO:0042873,GO:0015725,GO:0035429,GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG3705	GO:0003824,GO:0016874,GO:0004812,GO:0016875,GO:0016876,GO:0016740,GO:0016757,GO:0035639,GO:0005488,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0000166,GO:1901265,GO:0017076,GO:0005524,GO:0032549,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0008152,GO:0019752,GO:0044249,GO:0034641,GO:0006807,GO:0044281,GO:1901360,GO:1901576,GO:0044710,GO:0006520,GO:0071704,GO:0044238,GO:0009987,GO:0006725,GO:0009058,GO:0043436,GO:0046483,GO:1901564,GO:0006082,GO:0044237,GO:0044283,GO:0000105,GO:1901362,GO:0044711,GO:0006547,GO:1901605,GO:1901607,GO:0018130,GO:0008652,GO:1901566,GO:0046394,GO:0016053,GO:0052803,GO:0019438,GO:0006139,GO:0090304,GO:0034645,GO:0034660,GO:0044260,GO:0043038,GO:0010467,GO:0019538,GO:0044267,GO:0009059,GO:0016070,GO:0043170,GO:0006399,GO:0043039,GO:0006418,GO:0006412,GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG4820	GO:0009987
ENOG410Y45M	GO:0003824,GO:0016740,GO:0016787,GO:0016813,GO:0016810,GO:0015067,GO:0016741,GO:0016769,GO:0015068,GO:0016773,GO:0016301,GO:0004674,GO:0004672,GO:0016772,GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044238,GO:0006807,GO:0019752,GO:0044281,GO:0044710,GO:0006520,GO:0043436,GO:1901564,GO:0006082,GO:0042398,GO:0044249,GO:0044283,GO:1901566,GO:1901576,GO:0044711,GO:1901605,GO:1901607,GO:0006600,GO:0006601,GO:0009058,GO:0008652,GO:0006575,GO:0046394,GO:0016053,GO:0043412,GO:0044260,GO:0044267,GO:0006468,GO:0016310,GO:0036211,GO:0006464,GO:0043170,GO:0019538,GO:0006796,GO:0006793,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0005739,GO:0043231,GO:0044444,GO:0031975,GO:0005740,GO:0031967,GO:0044446,GO:0044429,GO:0044422,GO:0031970,GO:0031974,GO:0005758,GO:0019866,GO:0031090,GO:0016020,GO:0031966,GO:0005743
ENOG410YHTZ	GO:0005215,GO:0006810,GO:0051179,GO:0051234,GO:0005623,GO:0044462,GO:0044464,GO:0030313,GO:0031975,GO:0071944,GO:0042597,GO:0030288,GO:0030312
